id_resposta;data_resposta;codigo_loja;loja;turno;canal_atendimento;genero;faixa_etaria;idade_declarada;frequencia_visita;itens_consumidos;valor_consumo;tempo_espera_min;tempo_permanencia_min;temperatura_bebida_C;temperatura_ambiente_C;nota_atendimento;nota_produto;nota_ambiente;nota_preco;nps;recomendaria;indice_satisfacao
PQ-2025-0443;07/03/2025;1;Boa Viagem;Tarde;Balcão;Masculino;35 a 44;42;Quinzenal;1;32,44;9,2;26;65,3;22,3;3;4;4;3;8;Sim;68,333333
PQ-2025-0444;10/03/2025;3;Espinheiro;Tarde;Delivery;Feminino;25 a 34;33;Mensal;2;16,43;5,0;38;64,0;23,2;4;4;5;4;7;Sim;77,500000
PQ-2025-0445;25/02/2025;2;Casa Forte;Manhã;Balcão;Feminino;35 a 44;40;Mensal;3;24,36;7,4;48;67,9;23,3;5;5;3;4;8;Sim;80,833333
PQ-2025-0446;22/02/2025;1;Boa Viagem;Tarde;Balcão;Masculino;25 a 34;30;Primeira vez;5;31,79;21,7;45;64,7;22,6;3;5;3;4;8;Sim;72,500000
PQ-2025-0447;14/04/2025;1;Boa Viagem;Noite;Balcão;Feminino;35 a 44;;Diária;1;34,76;10,2;41;62,5;26,2;4;4;5;4;8;Sim;80,833333
PQ-2025-0448;09/01/2025;1;Boa Viagem;Manhã;Delivery;Feminino;45 a 59;45;Quinzenal;2;34,13;28,8;39;61,7;23,8;1;4;5;4;8;Sim;68,333333
PQ-2025-0449;18/01/2025;1;Boa Viagem;Noite;Balcão;Masculino;25 a 34;30;Semanal;2;34,23;4,6;16;61,5;22,8;5;4;4;4;10;Sim;87,500000
PQ-2025-0450;29/03/2025;3;Espinheiro;Tarde;Balcão;Masculino;60 ou mais;60;Semanal;1;15,29;5,0;26;82,0;23,2;4;5;3;5;7;Sim;77,500000
PQ-2025-0451;16/02/2025;4;Recife Antigo;Noite;Balcão;Masculino;45 a 59;52;Mensal;3;13,07;5,0;61;75,0;22,6;5;4;4;3;7;Sim;73,333333
PQ-2025-0452;25/06/2025;3;Espinheiro;Noite;Balcão;Feminino;18 a 24;20;Quinzenal;4;24,37;5,0;44;66,0;22,6;5;4;3;5;6;Sim;74,166667
PQ-2025-0453;23/04/2025;4;Recife Antigo;Manhã;Balcão;Prefiro não informar;25 a 34;30;Diária;2;19,02;5,0;47;62,0;24,5;5;4;5;3;9;Sim;84,166667
PQ-2025-0454;25/04/2025;2;Casa Forte;Tarde;Balcão;Masculino;45 a 59;56;Mensal;1;30,36;7,8;24;70,7;23,3;3;5;5;2;8;Sim;72,500000
PQ-2025-0455;09/03/2025;3;Espinheiro;Tarde;Balcão;Feminino;35 a 44;35;Quinzenal;2;24,14;10,0;27;66,0;23,6;3;4;4;5;8;Sim;76,666667
PQ-2025-0456;11/06/2025;2;Casa Forte;Manhã;Balcão;Masculino;35 a 44;44;Mensal;4;17,93;11,1;43;75,4;21,6;5;4;5;3;9;Sim;84,166667
PQ-2025-0457;27/02/2025;3;Espinheiro;Manhã;Delivery;Feminino;45 a 59;50;Quinzenal;3;18,27;5,0;25;64,0;23,7;3;5;4;4;8;Sim;76,666667
PQ-2025-0458;09/01/2025;1;Boa Viagem;Manhã;App;Feminino;35 a 44;35;Diária;5;20,84;12,7;40;66,6;24,5;3;5;2;5;8;Sim;72,500000
PQ-2025-0459;13/01/2025;1;Boa Viagem;Tarde;App;Masculino;25 a 34;25;Primeira vez;1;27,55;14,1;27;66,9;24,4;4;5;4;3;6;Sim;70,000000
PQ-2025-0460;18/06/2025;2;Casa Forte;Manhã;Balcão;Feminino;25 a 34;28;Mensal;2;16,68;5,4;57;64,8;25,4;4;4;4;3;8;Sim;72,500000
PQ-2025-0461;20/04/2025;1;Boa Viagem;Manhã;Delivery;Prefiro não informar;35 a 44;40;Diária;3;33,08;10,6;63;61,1;22,6;4;4;3;5;10;Sim;83,333333
PQ-2025-0462;23/03/2025;3;Espinheiro;Tarde;Balcão;Masculino;25 a 34;30;Semanal;3;31,20;10,0;34;69,0;23,8;5;5;4;4;10;Sim;91,666667
PQ-2025-0463;11/06/2025;4;Recife Antigo;Tarde;Delivery;Feminino;35 a 44;38;Primeira vez;4;20,29;5,0;61;68,0;24,0;5;5;5;3;10;Sim;91,666667
PQ-2025-0464;18/01/2025;4;Recife Antigo;Manhã;Balcão;Feminino;35 a 44;37;Mensal;2;11,23;5,0;69;72,0;22,4;5;5;3;4;9;Sim;84,166667
PQ-2025-0465;10/01/2025;4;Recife Antigo;Manhã;Balcão;Masculino;25 a 34;30;Mensal;3;22,43;5,0;50;68,0;24,7;5;5;3;4;8;Sim;80,833333
PQ-2025-0466;28/03/2025;2;Casa Forte;Tarde;Balcão;Outro;18 a 24;20;Mensal;4;26,50;4,2;44;65,9;25,0;5;5;3;3;7;Sim;73,333333
PQ-2025-0467;12/06/2025;1;Boa Viagem;Tarde;Balcão;Prefiro não informar;35 a 44;35;Primeira vez;4;28,35;7,6;46;58,3;22,7;5;4;3;3;7;Sim;69,166667
PQ-2025-0468;16/02/2025;4;Recife Antigo;Tarde;Balcão;Feminino;25 a 34;30;Semanal;1;20,78;10,0;87;69,0;23,2;4;4;4;2;8;Sim;68,333333
PQ-2025-0469;20/03/2025;4;Recife Antigo;Manhã;Balcão;Feminino;18 a 24;20;Mensal;5;22,48;5,0;61;73,0;22,5;4;4;4;2;5;Não;58,333333
PQ-2025-0470;19/05/2025;1;Boa Viagem;Manhã;Delivery;Feminino;25 a 34;30;Diária;2;32,52;10,1;43;65,7;21,9;3;4;4;3;7;Sim;65,000000
PQ-2025-0471;25/02/2025;2;Casa Forte;Manhã;Delivery;Masculino;25 a 34;30;Semanal;3;18,22;2,9;27;67,8;25,6;5;5;2;4;9;Sim;80,000000
PQ-2025-0472;24/06/2025;2;Casa Forte;Manhã;Balcão;Masculino;45 a 59;45;Diária;3;28,49;5,3;27;65,3;22,6;5;3;5;3;7;Sim;73,333333
PQ-2025-0473;01/05/2025;2;Casa Forte;Noite;App;Masculino;18 a 24;;Semanal;1;10,03;1,1;50;74,5;21,5;5;5;2;5;8;Sim;80,833333
PQ-2025-0474;20/01/2025;1;Boa Viagem;Manhã;App;Feminino;18 a 24;20;Semanal;1;27,09;17,1;17;76,4;23,9;3;4;5;3;6;Sim;65,833333
PQ-2025-0475;27/05/2025;2;Casa Forte;Tarde;Balcão;Feminino;25 a 34;30;Mensal;4;18,76;5,9;72;60,8;25,4;5;4;4;3;5;Não;66,666667
PQ-2025-0476;18/06/2025;1;Boa Viagem;Manhã;App;Feminino;35 a 44;41;Semanal;2;32,68;17,0;35;57,3;25,2;3;4;4;3;5;Não;58,333333
PQ-2025-0477;22/02/2025;4;Recife Antigo;Manhã;App;Feminino;45 a 59;45;Quinzenal;2;22,48;5,0;44;66,0;24,1;5;5;4;5;10;Sim;95,833333
PQ-2025-0478;19/06/2025;1;Boa Viagem;Manhã;Balcão;Masculino;45 a 59;59;Mensal;1;17,92;15,2;47;65,5;21,4;3;4;3;3;6;Sim;57,500000
PQ-2025-0479;10/03/2025;2;Casa Forte;Tarde;App;Masculino;45 a 59;45;Primeira vez;2;21,63;8,0;23;64,7;23,2;4;5;4;3;7;Sim;73,333333
PQ-2025-0480;05/06/2025;2;Casa Forte;Tarde;Balcão;Feminino;35 a 44;38;Semanal;4;18,68;8,8;42;70,2;24,8;5;5;3;4;10;Sim;87,500000
PQ-2025-0481;19/01/2025;3;Espinheiro;Tarde;Balcão;Prefiro não informar;35 a 44;40;Semanal;2;16,13;5,0;32;64,0;24,1;4;4;5;3;7;Sim;73,333333
PQ-2025-0482;26/03/2025;1;Boa Viagem;Tarde;Balcão;Feminino;25 a 34;30;Primeira vez;2;25,70;14,1;21;72,1;24,0;3;4;3;3;5;Não;54,166667
PQ-2025-0483;28/04/2025;1;Boa Viagem;Tarde;Balcão;Feminino;45 a 59;46;Mensal;3;42,36;5,2;57;75,0;23,3;4;3;4;4;10;Sim;79,166667
PQ-2025-0484;29/04/2025;4;Recife Antigo;Manhã;Balcão;Masculino;35 a 44;40;Mensal;3;24,40;5,0;101;82,0;23,6;4;5;5;5;8;Sim;89,166667
PQ-2025-0485;04/06/2025;2;Casa Forte;Tarde;Balcão;Outro;35 a 44;40;Semanal;1;28,45;11,3;35;63,8;23,7;4;5;3;3;8;Sim;72,500000
PQ-2025-0486;10/04/2025;1;Boa Viagem;Noite;Balcão;Feminino;35 a 44;37;Primeira vez;2;25,25;16,1;49;67,8;23,0;3;4;5;2;6;Não;61,666667
PQ-2025-0487;01/05/2025;4;Recife Antigo;Tarde;Balcão;Feminino;25 a 34;25;Primeira vez;1;21,49;5,0;50;67,0;22,1;4;5;3;4;10;Sim;83,333333
PQ-2025-0488;07/02/2025;2;Casa Forte;Manhã;Delivery;Outro;25 a 34;30;Mensal;2;16,33;3,9;37;70,6;22,7;5;5;3;3;7;Sim;73,333333
PQ-2025-0489;31/01/2025;4;Recife Antigo;Noite;Balcão;Prefiro não informar;18 a 24;22;Semanal;1;12,80;5,0;41;70,0;26,2;5;4;4;4;6;Sim;74,166667
PQ-2025-0490;25/01/2025;2;Casa Forte;Tarde;App;Masculino;45 a 59;50;Semanal;3;22,39;9,1;66;66,5;23,1;3;5;3;4;8;Sim;72,500000
PQ-2025-0491;14/06/2025;1;Boa Viagem;Manhã;Balcão;Masculino;25 a 34;28;Primeira vez;1;41,83;4,1;53;62,2;25,7;4;4;4;4;9;Sim;80,000000
PQ-2025-0492;06/04/2025;4;Recife Antigo;Noite;App;Outro;25 a 34;25;Diária;6;22,81;5,0;39;71,0;24,3;4;5;3;;7;Sim;69,166667
PQ-2025-0493;01/03/2025;1;Boa Viagem;Manhã;Delivery;Feminino;25 a 34;30;Diária;2;25,38;16,1;34;67,0;22,7;5;4;4;3;10;Sim;83,333333
PQ-2025-0494;05/06/2025;3;Espinheiro;Noite;Balcão;Outro;25 a 34;30;Quinzenal;1;13,59;5,0;23;77,0;22,4;5;4;3;4;6;Não;70,000000
PQ-2025-0495;20/01/2025;3;Espinheiro;Noite;App;Feminino;25 a 34;30;Diária;3;19,84;15,0;32;65,0;23,4;2;5;4;3;7;Sim;65,000000
PQ-2025-0496;17/06/2025;1;Boa Viagem;Manhã;Balcão;Masculino;18 a 24;20;Quinzenal;2;30,08;12,3;29;66,0;22,0;4;3;5;3;7;Sim;69,166667
PQ-2025-0497;09/02/2025;1;Boa Viagem;Manhã;Delivery;Masculino;35 a 44;40;Mensal;2;30,90;10,2;37;70,5;21,8;4;4;4;2;9;Sim;71,666667
PQ-2025-0498;06/01/2025;3;Espinheiro;Manhã;Balcão;Masculino;35 a 44;35;Quinzenal;2;15,06;5,0;30;66,0;22,5;5;4;5;3;8;Sim;80,833333
PQ-2025-0499;31/03/2025;4;Recife Antigo;Manhã;Balcão;Masculino;25 a 34;30;Quinzenal;3;23,68;5,0;36;67,0;25,8;5;4;4;4;10;Sim;87,500000
PQ-2025-0500;19/04/2025;2;Casa Forte;Noite;Delivery;Feminino;45 a 59;50;Quinzenal;4;20,97;1,6;38;72,7;21,8;5;5;4;3;8;Sim;80,833333
PQ-2025-0501;16/05/2025;2;Casa Forte;Noite;App;Masculino;18 a 24;23;Quinzenal;1;25,76;5,1;12;64,9;21,4;4;3;5;4;9;Sim;80,000000
PQ-2025-0502;04/02/2025;4;Recife Antigo;Noite;Balcão;Masculino;25 a 34;25;Diária;2;26,98;10,0;60;65,0;25,5;4;4;4;3;8;Sim;72,500000
PQ-2025-0503;19/02/2025;2;Casa Forte;Manhã;Balcão;Masculino;35 a 44;35;Semanal;1;24,01;4,2;37;72,8;24,6;5;5;4;;10;Sim;87,500000
PQ-2025-0504;02/02/2025;2;Casa Forte;Manhã;Balcão;Masculino;45 a 59;45;Primeira vez;3;21,64;4,8;48;69,4;24,3;5;4;5;4;9;Sim;88,333333
PQ-2025-0505;19/06/2025;3;Espinheiro;Manhã;Balcão;Masculino;18 a 24;23;Mensal;2;30,26;5,0;30;70,0;22,8;4;4;5;4;7;Sim;77,500000
PQ-2025-0506;04/02/2025;3;Espinheiro;Noite;Delivery;Feminino;18 a 24;18;Quinzenal;3;19,71;10,0;31;69,0;24,8;4;5;3;5;5;Não;70,833333
PQ-2025-0507;18/05/2025;4;Recife Antigo;Tarde;Balcão;Feminino;18 a 24;20;Primeira vez;3;22,25;5,0;19;63,0;19,4;4;4;5;3;9;Sim;80,000000
PQ-2025-0508;23/03/2025;1;Boa Viagem;Manhã;Balcão;Masculino;25 a 34;30;Primeira vez;2;17,11;8,1;29;66,9;22,6;4;5;5;4;8;Sim;85,000000
PQ-2025-0509;14/05/2025;2;Casa Forte;Manhã;App;Feminino;35 a 44;36;Semanal;2;23,40;14,5;37;59,4;25,7;2;4;4;2;6;Sim;53,333333
PQ-2025-0510;07/05/2025;3;Espinheiro;Manhã;Delivery;Feminino;60 ou mais;60;Mensal;3;23,42;5,0;31;77,0;24,7;4;5;5;2;7;Sim;73,333333
PQ-2025-0511;13/04/2025;3;Espinheiro;Noite;Balcão;Masculino;60 ou mais;60;Primeira vez;3;13,16;5,0;26;69,0;22,1;5;4;5;5;10;Sim;95,833333
PQ-2025-0512;31/05/2025;2;Casa Forte;Tarde;App;Prefiro não informar;35 a 44;35;Diária;1;23,95;5,2;40;61,0;21,2;5;5;5;5;9;Sim;96,666667
PQ-2025-0513;16/05/2025;3;Espinheiro;Manhã;Balcão;Masculino;18 a 24;20;Primeira vez;3;14,64;5,0;43;65,0;24,6;4;5;4;3;8;Sim;76,666667
PQ-2025-0514;03/05/2025;4;Recife Antigo;Manhã;Balcão;Masculino;60 ou mais;60;Primeira vez;2;27,26;5,0;55;67,0;23,1;5;3;3;2;6;Não;57,500000
PQ-2025-0515;13/04/2025;3;Espinheiro;Noite;Balcão;Masculino;45 a 59;47;Semanal;3;19,88;10,0;39;;24,6;4;3;4;4;7;Sim;69,166667
PQ-2025-0516;29/05/2025;1;Boa Viagem;Manhã;Balcão;Masculino;45 a 59;50;Semanal;3;34,31;3,3;34;73,4;22,1;4;4;5;5;9;Sim;88,333333
PQ-2025-0517;14/04/2025;2;Casa Forte;Tarde;Balcão;Feminino;35 a 44;40;Semanal;3;26,24;8,7;65;64,9;24,0;5;4;4;5;9;Sim;88,333333
PQ-2025-0518;02/05/2025;1;Boa Viagem;Tarde;Balcão;Feminino;18 a 24;20;Quinzenal;5;19,91;6,4;30;59,1;20,8;5;4;5;2;7;Sim;73,333333
PQ-2025-0519;14/04/2025;3;Espinheiro;Tarde;Balcão;Feminino;45 a 59;50;Semanal;2;19,72;5,0;23;67,0;25,8;4;4;4;4;7;Sim;73,333333
PQ-2025-0520;26/04/2025;1;Boa Viagem;Noite;App;Masculino;25 a 34;25;Quinzenal;1;36,42;9,8;21;72,4;22,2;3;4;4;3;8;Sim;68,333333
PQ-2025-0521;30/03/2025;1;Boa Viagem;Tarde;Balcão;Feminino;25 a 34;;Mensal;1;26,26;21,3;20;70,2;25,7;2;5;3;3;6;Sim;57,500000
PQ-2025-0522;09/05/2025;3;Espinheiro;Manhã;Balcão;Feminino;25 a 34;;Semanal;2;11,97;5,0;28;69,0;22,9;4;5;4;4;10;Sim;87,500000
PQ-2025-0523;19/01/2025;3;Espinheiro;Noite;Balcão;Masculino;25 a 34;30;Quinzenal;1;24,13;5,0;33;70,0;22,5;4;5;4;5;7;Sim;81,666667
PQ-2025-0524;10/04/2025;4;Recife Antigo;Tarde;App;Masculino;25 a 34;30;Quinzenal;3;6,00;15,0;69;70,0;25,9;4;5;3;2;5;Não;58,333333
PQ-2025-0525;21/02/2025;4;Recife Antigo;Manhã;App;Feminino;35 a 44;42;Quinzenal;1;17,28;5,0;55;74,0;23,8;5;5;4;5;10;Sim;95,833333
PQ-2025-0526;04/06/2025;2;Casa Forte;Tarde;Balcão;Masculino;25 a 34;31;Quinzenal;1;27,55;6,0;32;75,9;23,4;4;5;5;4;10;Sim;91,666667
PQ-2025-0527;28/02/2025;2;Casa Forte;Noite;Balcão;Feminino;18 a 24;20;Semanal;2;21,43;3,7;5;65,6;24,1;3;5;3;4;8;Sim;72,500000
PQ-2025-0528;17/02/2025;2;Casa Forte;Tarde;Balcão;Masculino;45 a 59;57;Semanal;2;25,63;4,5;49;69,4;22,7;4;4;5;4;9;Sim;84,166667
PQ-2025-0529;22/05/2025;4;Recife Antigo;Manhã;Balcão;Prefiro não informar;60 ou mais;60;Mensal;2;16,38;10,0;33;69,0;25,2;3;5;5;5;8;Sim;85,000000
PQ-2025-0530;02/06/2025;2;Casa Forte;Manhã;Balcão;Feminino;45 a 59;46;Semanal;1;21,21;7,0;22;65,5;25,4;5;4;4;3;10;Sim;83,333333
PQ-2025-0531;30/03/2025;1;Boa Viagem;Tarde;Delivery;Feminino;60 ou mais;75;Primeira vez;2;19,94;15,2;55;66,4;25,6;2;5;4;4;7;Sim;69,166667
PQ-2025-0532;29/01/2025;3;Espinheiro;Tarde;Balcão;Feminino;45 a 59;45;Diária;2;16,36;5,0;37;67,0;25,8;5;4;5;4;9;Sim;88,333333
PQ-2025-0533;31/01/2025;2;Casa Forte;Noite;Balcão;Feminino;35 a 44;;Primeira vez;3;24,88;10,2;43;66,9;25,6;4;5;5;4;9;Sim;88,333333
PQ-2025-0534;05/04/2025;4;Recife Antigo;Tarde;Balcão;Masculino;35 a 44;40;Mensal;3;17,82;5,0;59;66,0;23,3;5;4;4;3;6;Sim;70,000000
PQ-2025-0535;17/02/2025;4;Recife Antigo;Noite;Balcão;Outro;35 a 44;35;Primeira vez;5;23,17;10,0;72;61,0;21,5;3;5;4;5;10;Sim;87,500000
PQ-2025-0536;26/03/2025;3;Espinheiro;Manhã;Delivery;Masculino;35 a 44;40;Primeira vez;3;23,77;5,0;46;68,0;22,9;4;3;3;4;7;Sim;65,000000
PQ-2025-0537;28/02/2025;4;Recife Antigo;Manhã;Balcão;Feminino;35 a 44;40;Semanal;6;30,14;5,0;47;70,0;21,7;4;4;4;5;9;Sim;84,166667
PQ-2025-0538;08/01/2025;4;Recife Antigo;Tarde;Balcão;Feminino;18 a 24;20;Primeira vez;2;25,92;10,0;37;73,0;25,6;4;3;4;4;9;Sim;75,833333
PQ-2025-0539;18/02/2025;1;Boa Viagem;Tarde;Balcão;Feminino;35 a 44;;Primeira vez;2;8,95;7,9;19;73,1;24,6;3;4;3;3;5;Não;54,166667
PQ-2025-0540;31/05/2025;1;Boa Viagem;Tarde;Balcão;Feminino;35 a 44;40;Primeira vez;4;26,24;17,2;42;70,4;22,5;4;4;4;3;6;Sim;65,833333
PQ-2025-0541;19/01/2025;2;Casa Forte;Noite;Balcão;Masculino;25 a 34;30;Semanal;1;7,42;4,9;50;63,8;23,8;5;4;5;;6;Sim;82,500000
PQ-2025-0542;24/03/2025;1;Boa Viagem;Manhã;Balcão;Prefiro não informar;35 a 44;44;Primeira vez;2;17,03;4,8;42;63,9;23,0;4;4;4;4;10;Sim;83,333333
PQ-2025-0543;23/03/2025;3;Espinheiro;Manhã;Delivery;Masculino;45 a 59;50;Mensal;5;6,00;10,0;37;73,0;22,0;4;4;5;5;8;Sim;85,000000
PQ-2025-0544;14/01/2025;1;Boa Viagem;Manhã;Delivery;Feminino;35 a 44;40;Quinzenal;4;24,83;3,5;39;64,7;23,4;5;4;5;4;10;Sim;91,666667
PQ-2025-0545;23/05/2025;1;Boa Viagem;Noite;Balcão;Masculino;25 a 34;26;Mensal;2;18,77;8,7;45;71,6;26,4;4;5;5;4;6;Não;78,333333
PQ-2025-0546;29/01/2025;4;Recife Antigo;Noite;Balcão;Feminino;35 a 44;40;Diária;3;11,32;10,0;79;61,0;21,8;4;4;5;3;8;Sim;76,666667
PQ-2025-0547;28/04/2025;3;Espinheiro;Tarde;App;Masculino;35 a 44;40;Quinzenal;4;17,87;10,0;29;65,0;22,1;4;5;5;3;10;Sim;87,500000
PQ-2025-0548;14/01/2025;1;Boa Viagem;Noite;Balcão;Masculino;18 a 24;23;Semanal;2;24,77;6,5;36;63,2;24,9;5;5;4;1;7;Sim;69,166667
PQ-2025-0549;24/01/2025;3;Espinheiro;Tarde;Balcão;Feminino;18 a 24;18;Semanal;3;28,86;5,0;19;63,0;24,3;4;5;4;5;7;Sim;81,666667
PQ-2025-0550;18/04/2025;2;Casa Forte;Tarde;Balcão;Feminino;25 a 34;25;Quinzenal;3;19,71;4,5;27;71,3;24,4;5;5;5;5;9;Sim;96,666667
PQ-2025-0551;08/04/2025;2;Casa Forte;Tarde;Balcão;Feminino;45 a 59;50;Quinzenal;3;18,91;9,4;62;71,5;20,2;4;5;5;4;8;Sim;85,000000
PQ-2025-0552;02/04/2025;1;Boa Viagem;Noite;Balcão;Feminino;60 ou mais;60;Diária;2;37,22;5,4;33;56,6;25,0;4;5;4;3;9;Sim;80,000000
PQ-2025-0553;07/06/2025;4;Recife Antigo;Noite;App;Prefiro não informar;18 a 24;20;Primeira vez;2;20,57;5,0;64;72,0;24,6;5;4;3;4;10;Sim;83,333333
PQ-2025-0554;09/03/2025;4;Recife Antigo;Tarde;Balcão;Feminino;45 a 59;45;Semanal;2;15,15;5,0;21;70,0;23,6;5;5;3;4;8;Sim;80,833333
PQ-2025-0555;18/06/2025;3;Espinheiro;Tarde;Balcão;Feminino;35 a 44;40;Semanal;4;11,08;5,0;13;68,0;24,6;3;4;4;5;9;Sim;80,000000
PQ-2025-0556;22/04/2025;4;Recife Antigo;Manhã;Balcão;Feminino;35 a 44;;Quinzenal;1;16,16;5,0;44;65,0;25,1;3;4;4;2;6;Sim;57,500000
PQ-2025-0557;25/04/2025;2;Casa Forte;Manhã;Balcão;Feminino;45 a 59;50;Diária;2;10,45;9,1;33;;22,5;4;3;4;3;8;Sim;68,333333
PQ-2025-0558;23/02/2025;1;Boa Viagem;Tarde;Balcão;Prefiro não informar;18 a 24;20;Quinzenal;2;25,81;8,7;30;72,5;23,5;5;3;5;3;9;Sim;80,000000
PQ-2025-0559;06/01/2025;2;Casa Forte;Tarde;App;Feminino;35 a 44;40;Mensal;3;30,80;2,2;25;72,9;22,0;3;5;4;5;8;Sim;80,833333
PQ-2025-0560;15/06/2025;2;Casa Forte;Manhã;App;Masculino;35 a 44;35;Quinzenal;4;13,92;6,7;25;70,7;24,8;4;5;3;5;6;Sim;74,166667
PQ-2025-0561;27/01/2025;1;Boa Viagem;Tarde;Balcão;Feminino;25 a 34;30;Semanal;5;23,14;8,6;34;61,8;22,9;5;4;5;3;10;Sim;87,500000
PQ-2025-0562;18/02/2025;2;Casa Forte;Tarde;App;Feminino;35 a 44;35;Primeira vez;3;36,16;9,0;57;67,8;26,0;4;4;5;3;9;Sim;80,000000
PQ-2025-0563;07/06/2025;2;Casa Forte;Manhã;App;Masculino;35 a 44;40;Diária;4;13,10;4,7;54;59,7;23,5;4;4;5;4;9;Sim;84,166667
PQ-2025-0564;23/05/2025;1;Boa Viagem;Noite;Delivery;Masculino;45 a 59;50;Primeira vez;3;21,10;15,2;24;71,9;22,6;3;3;4;4;7;Sim;65,000000
PQ-2025-0565;10/05/2025;2;Casa Forte;Tarde;Balcão;Feminino;45 a 59;50;Diária;3;23,53;9,6;31;;23,6;4;5;5;;;Sim;91,666667
PQ-2025-0566;18/06/2025;3;Espinheiro;Tarde;Balcão;Feminino;45 a 59;50;Mensal;1;24,97;5,0;34;69,0;24,6;4;4;3;4;7;Sim;69,166667
PQ-2025-0567;31/03/2025;1;Boa Viagem;Tarde;Balcão;Masculino;35 a 44;37;Mensal;2;27,58;4,9;32;67,9;22,2;3;5;5;3;8;Sim;76,666667
PQ-2025-0568;21/01/2025;3;Espinheiro;Manhã;Balcão;Feminino;25 a 34;30;Quinzenal;5;14,22;5,0;30;70,0;23,2;4;3;5;5;9;Sim;84,166667
PQ-2025-0569;30/03/2025;3;Espinheiro;Tarde;App;Feminino;35 a 44;42;Semanal;5;12,61;5,0;17;66,0;23,9;4;4;4;4;8;Sim;76,666667
PQ-2025-0570;21/06/2025;3;Espinheiro;Manhã;Balcão;Masculino;35 a 44;42;Quinzenal;3;19,61;5,0;22;60,0;26,3;5;5;4;5;10;Sim;95,833333
PQ-2025-0571;02/06/2025;2;Casa Forte;Tarde;Balcão;Feminino;35 a 44;40;Primeira vez;2;22,75;6,2;33;66,6;21,0;5;5;5;4;9;Sim;92,500000
PQ-2025-0572;26/04/2025;2;Casa Forte;Noite;App;Masculino;45 a 59;45;Diária;4;26,62;6,2;34;71,7;23,4;5;4;5;5;10;Sim;95,833333
PQ-2025-0573;15/03/2025;1;Boa Viagem;Manhã;Balcão;Masculino;45 a 59;45;Semanal;4;22,16;11,4;20;69,2;21,1;3;5;5;5;9;Sim;88,333333
PQ-2025-0574;08/02/2025;3;Espinheiro;Tarde;App;Masculino;35 a 44;;Primeira vez;1;17,38;5,0;34;63,0;22,5;4;4;4;4;7;Sim;73,333333
PQ-2025-0575;15/04/2025;1;Boa Viagem;Manhã;Balcão;Feminino;25 a 34;30;Primeira vez;3;19,96;13,3;49;65,0;22,3;4;4;3;3;10;Sim;75,000000
PQ-2025-0576;26/04/2025;1;Boa Viagem;Tarde;App;Feminino;35 a 44;40;Semanal;1;10,83;20,3;22;72,9;22,8;2;4;2;3;7;Sim;52,500000
PQ-2025-0577;04/04/2025;4;Recife Antigo;Tarde;Delivery;Masculino;25 a 34;30;Diária;2;12,98;10,0;48;68,0;24,0;5;4;4;4;7;Sim;77,500000
PQ-2025-0578;12/02/2025;4;Recife Antigo;Tarde;Balcão;Outro;35 a 44;40;Mensal;3;9,58;5,0;48;68,0;24,3;5;4;5;4;8;Sim;85,000000
PQ-2025-0579;21/05/2025;2;Casa Forte;Manhã;Balcão;Feminino;25 a 34;30;Semanal;1;34,68;3,4;38;66,1;20,9;5;4;4;4;8;Sim;80,833333
PQ-2025-0580;03/04/2025;3;Espinheiro;Manhã;Balcão;Masculino;45 a 59;52;Mensal;3;17,10;10,0;23;68,0;21,5;4;5;5;4;;Sim;88,333333
PQ-2025-0581;09/04/2025;1;Boa Viagem;Noite;Balcão;Feminino;25 a 34;30;Semanal;1;24,86;9,7;36;64,3;22,8;4;3;4;;6;Não;61,666667
PQ-2025-0582;30/05/2025;1;Boa Viagem;Tarde;App;Masculino;35 a 44;40;Diária;1;27,52;11,5;41;69,7;23,9;3;3;4;3;6;Não;57,500000
PQ-2025-0583;31/05/2025;2;Casa Forte;Tarde;Balcão;Prefiro não informar;35 a 44;40;Mensal;5;9,94;7,4;72;69,4;23,6;5;3;3;4;7;Sim;69,166667
PQ-2025-0584;11/01/2025;1;Boa Viagem;Noite;App;Masculino;45 a 59;;Mensal;1;23,15;7,3;30;68,8;22,4;4;4;4;3;9;Sim;75,833333
PQ-2025-0585;06/06/2025;1;Boa Viagem;Manhã;App;Masculino;18 a 24;18;Primeira vez;4;32,51;7,3;30;68,3;24,8;4;4;4;3;7;Sim;69,166667
PQ-2025-0586;18/04/2025;2;Casa Forte;Noite;Balcão;Masculino;45 a 59;50;Mensal;4;26,29;5,0;36;70,4;24,5;4;4;5;5;9;Sim;88,333333
PQ-2025-0587;26/01/2025;3;Espinheiro;Manhã;Balcão;Masculino;45 a 59;50;Diária;1;10,99;5,0;21;69,0;23,2;4;5;5;4;9;Sim;88,333333
PQ-2025-0588;12/06/2025;1;Boa Viagem;Tarde;App;Feminino;18 a 24;20;Semanal;5;29,47;9,3;42;74,0;26,3;4;4;4;3;8;Sim;72,500000
PQ-2025-0589;30/05/2025;2;Casa Forte;Noite;Balcão;Feminino;18 a 24;20;Semanal;3;16,14;4,2;48;69,0;23,0;5;4;4;3;8;Sim;76,666667
PQ-2025-0590;11/06/2025;1;Boa Viagem;Tarde;Balcão;Feminino;25 a 34;25;Mensal;1;18,76;12,7;36;66,9;23,5;3;4;5;3;9;Sim;75,833333
